document,text
12-15-2016 14:24:29,If Russia or some other entity was hacking why did the White House wait so long to act? Why did they only complain after Hillary lost?
12-15-2016 22:27:16,Join me in Mobile Alabama on Sat. at 3pm! #ThankYouTour2016 Tickets:  
12-16-2016 01:32:56,Thank you Pennsylvania! Together we are going to MAKE AMERICA GREAT AGAIN! Watch here: … 
12-16-2016 11:09:19,Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?
12-16-2016 16:03:09,Well we all did it together! I hope the MOVEMENT fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!
12-16-2016 16:54:28,#ThankYouTour2016 Tonight- Orlando Florida Tickets: - Mobile AlabamaTickets:… 
12-17-2016 03:52:01,Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:… 
12-17-2016 13:05:02,Last night in Orlando Florida was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!
12-17-2016 13:20:23,Mobile Alabama today at 3:00 P.M. Last rally of the year - THANK YOU ALABAMA AND THE SOUTH Biggest of all crowds expected see you there!
12-17-2016 13:57:20,China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.
12-18-2016 00:12:05,Thank you Alabama! From now on it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:… 
12-18-2016 00:59:25,We should tell China that we don't want the drone they stole back.- let them keep it!
12-18-2016 21:54:40,If my many supporters acted and threatened people like those who lost the election are doing they would be scorned  called terrible names!
12-19-2016 23:21:11,Today there were terror attacks in Turkey Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!
12-19-2016 23:51:41,We did it! Thank you to all of my great supporters we just officially won the election (despite all of the distorted and inaccurate media).
12-20-2016 13:03:59,Bill Clinton stated that I called him after the election. Wrong he called me (with a very nice congratulations). He doesn't know much ...
12-20-2016 13:09:18,especially how to get people even with an unlimited budget out to vote in the vital swing states ( and more). They focused on wrong states
12-20-2016 20:27:57,Yes it is true - Carlos Slim the great businessman from Mexico called me about getting together for a meeting. We met HE IS A GREAT GUY!
12-21-2016 13:15:14,Campaigning to win the Electoral College is much more difficult  sophisticated than the popular vote. Hillary focused on the wrong states!
12-21-2016 13:24:29,I would have done even better in the election if that is possible if the winner was based on popular vote - but would campaign differently
12-21-2016 13:29:38,I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!
12-22-2016 03:39:33,I met some really great Air Force GENERALS and Navy ADMIRALS today talking about airplane capability and pricing. Very impressive people!
12-22-2016 13:37:04,The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: 
12-22-2016 16:41:52,Someone incorrectly stated that the phrase DRAIN THE SWAMP was no longer being used by me. Actually we will always be trying to DTS.
12-22-2016 16:50:30,The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes
12-22-2016 22:26:05,Based on the tremendous cost and cost overruns of the Lockheed Martin F-35 I have asked Boeing to price-out a comparable F-18 Super Hornet!
12-23-2016 01:59:58,The so-called A list celebrities are all wanting tixs to the inauguration but look what they did for Hillary NOTHING. I want the PEOPLE!
12-23-2016 11:53:05,My wonderful son Eric will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...
12-23-2016 11:58:36,my presidency. Isn't this a ridiculous shame? He loves these kids has raised millions of dollars for them and now must stop. Wrong answer!
12-23-2016 20:14:34,As to the U.N. things will be different after Jan. 20th.
05-04-2017 17:56:51,Insurance companies are fleeing ObamaCare - it is dead. Our healthcare plan will lower premiums  deductibles - and be great healthcare!
05-04-2017 18:07:29,If victorious Republicans will be having a big press conference at the beautiful Rose Garden of the White House immediately after vote!
05-05-2017 02:55:02,It was a GREAT day for the United States of America! This is a great plan that is a repeal  replace of ObamaCare.… 
05-05-2017 06:16:06,An honor to welcome PM of Australia @TurnbullMalcolm to America  join him in marking the 75th Anniversary of the… 
05-05-2017 12:52:36,Big win in the House - very exciting! But when everything comes together with the inclusion of Phase 2 we will have truly great healthcare!
05-05-2017 13:02:46,Rather than causing a big disruption in N.Y.C. I will be working out of my home in Bedminster N.J. this weekend. Also saves country money!
05-05-2017 19:13:54,Of course the Australians have better healthcare than we do --everybody does. ObamaCare is dead! But our healthcare will soon be great.
05-05-2017 19:32:08,JOBS JOBS JOBS! 
05-05-2017 19:43:37,#WeeklyAddress🇺🇸 
05-05-2017 23:22:22,Wowthe Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare!
05-05-2017 23:29:45,Why is it that the Fake News rarely reports Ocare is on its last legs and that insurance companies are fleeing for their lives? It's dead!
05-05-2017 23:34:36,Great jobs report today - It is all beginning to work!
05-06-2017 22:39:42,The reason I am staying in Bedminster N. J. a beautiful community is that staying in NYC is much more expensive and disruptive. Meetings!
05-07-2017 11:15:26,When will the Fake Media ask about the Dems dealings with Russia  why the DNC wouldn't allow the FBI to check their server or investigate?
05-07-2017 12:49:39,Republican Senators will not let the American people down! ObamaCare premiums and deductibles are way up - it was a lie and it is dead!
05-07-2017 19:22:17,Congratulations to Emmanuel Macron on his big win today as the next President of France. I look very much forward to working with him!
05-07-2017 22:58:47,Rexnord of Indiana made a deal during the Obama Administration to move to Mexico. Fired their employees. Tax product big that's sold in U.S.
05-08-2017 11:32:24,Congratulations to @PGA_JohnDaly on his big win yesterday. John is a great guy who never gave up - and now a winner again!
05-08-2017 11:57:42,General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.
05-08-2017 12:14:21,Ask Sally Yates under oath if she knows how classified information got into the newspapers soon after she explained it to W.H. Council.
05-08-2017 14:43:35,Ask Sally Yates under oath if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel.
05-08-2017 17:42:32,Honored to welcome Georgia Prime Minister Giorgi Kvirikashvili to the @WhiteHouse today with @VP Mike Pence.… 
05-08-2017 22:41:12,Director Clapper reiterated what everybody including the fake media already knows- there is no evidence of collusion w/ Russia and Trump.
05-08-2017 22:43:39,Sally Yates made the fake media extremely unhappy today --- she said nothing but old news!
05-08-2017 22:46:00,The Russia-Trump collusion story is a total hoax when will this taxpayer funded charade end?
05-08-2017 22:50:45,Biggest story today between Clapper  Yates is on surveillance. Why doesn't the media report on this? #FakeNews!
05-09-2017 17:19:16,It was an honor to welcome the Teachers of the Year to the WH last month. Today we honor and thank all teachers!… 
05-09-2017 21:38:51,'Manufacturing openings hires rise to highest levels of the recovery'
05-10-2017 02:42:52,Cryin' Chuck Schumer stated recently I do not have confidence in him (James Comey) any longer. Then acts so indignant.  #draintheswamp
05-10-2017 11:10:48,The Democrats have said some of the worst things about James Comey including the fact that he should be fired but now they play so sad!
05-10-2017 11:19:04,James Comey will be replaced by someone who will do a far better job bringing back the spirit and prestige of the FBI.
05-10-2017 11:27:13,Comey lost the confidence of almost everyone in Washington Republican and Democrat alike. When things calm down they will be thanking me!
05-10-2017 12:24:32,Watching Senator Richard Blumenthal speak of Comey is a joke. Richie devised one of the greatest military frauds in U.S. history. For....
05-10-2017 12:30:51,years as a pol in Connecticut Blumenthal would talk of his great bravery and conquests in Vietnam - except he was never there. When....
05-10-2017 12:39:59,caught he cried like a baby and begged for forgiveness...and now he is judge  jury. He should be the one who is investigated for his acts.
05-10-2017 12:57:16,The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision.
05-10-2017 19:23:52,Dems have been complaining for months  months about Dir. Comey. Now that he has been fired they PRETEND to be aggrieved. Phony hypocrites!
05-11-2017 00:14:58,The Democrats should be ashamed. This is a disgrace!#DrainTheSwamp 
05-11-2017 19:34:00,'Presidential Executive Order on Strengthening the Cybersecurity of Federal Networks and Critical Infrastructure'… 
05-11-2017 19:35:22,'Presidential Executive Order on the Establishment of Presidential Advisory Commission on Election Integrity'➡️… 
05-11-2017 19:55:34,We finally agree on something Rosie. 
05-11-2017 20:34:25,Russia must be laughing up their sleeves watching as the U.S. tears itself apart over a Democrat EXCUSE for losing the election.
05-11-2017 21:54:24,Yesterday on the same day- I had meetings with Russian Foreign Minister Sergei Lavrov and the FM of Ukraine Pavlo… 
05-12-2017 11:51:56,Again the story that there was collusion between the Russians  Trump campaign was fabricated by Dems as an excuse for losing the election.
05-12-2017 11:53:48,The Fake Media is working overtime today!
05-12-2017 11:59:00,As a very active President with lots of things happening it is not possible for my surrogates to stand at podium with perfect accuracy!....
05-12-2017 12:07:36,...Maybe the best thing to do would be to cancel all future press briefings and hand out written responses for the sake of accuracy???
05-12-2017 12:26:15,James Comey better hope that there are no tapes of our conversations before he starts leaking to the press!
05-12-2017 12:54:54,When James Clapper himself and virtually everyone else with knowledge of the witch hunt says there is no collusion when does it end?
05-12-2017 13:20:04,China just agreed that the U.S. will be allowed to sell beef and other major products into China once again. This is REAL news!
05-12-2017 21:09:32,Today @FLOTUS hosted a Military Mother's Day Event in the East Room of the WH. It was an honor to stop by say hel… 
05-12-2017 21:16:56,Today I welcomed the Victory Christian Center School. Good luck @ the Team America Rocketry Challenge! #TARC Watch… 
05-13-2017 00:47:58,#WeeklyAddress🇺🇸➡️ 
05-13-2017 17:31:14,We
05-13-2017 17:54:31,Will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. (Saturday night). Enjoy!
05-13-2017 18:57:33,I was thrilled to be back @LibertyU. Congratulations to the Class of 2017! This is your day and you've earned it.… 
05-14-2017 15:13:45,Wishing @FLOTUS Melania and all of the great mothers out there a wonderful day ahead with family and friends! Happy #MothersDay
05-15-2017 19:54:09,Today I delivered remarks at the 36th Annual National Peace Officers' Memorial Service. #NationalPoliceWeekWatch… 
05-16-2017 01:47:43,#PeaceOfficersMemorialDay and#PoliceWeek Proclamation:  
05-16-2017 11:03:36,As President I wanted to share with Russia (at an openly scheduled W.H. meeting) which I have the absolute right to do facts pertaining....
05-16-2017 11:13:00,...to terrorism and airline flight safety. Humanitarian reasons plus I want Russia to greatly step up their fight against ISIS  terrorism.
05-16-2017 12:10:29,I have been asking Director Comey  others from the beginning of my administration to find the LEAKERS in the intelligence community.....
05-16-2017 16:02:17,'U.S. Industrial Production Surged in April' 
05-16-2017 19:38:42,It was a great honor to welcome the President of Turkey Recep Tayyip Erdoğan to the @WhiteHouse today! 
05-17-2017 20:36:02,It was my great honor to deliver the #CGACommencement17 at the @USCGAcademy. CONGRATULATIONS to the Class of 2017!… 
05-18-2017 11:39:19,With all of the illegal acts that took place in the Clinton campaign  Obama Administration there was never a special councel appointed!
05-18-2017 11:52:14,This is the single greatest witch hunt of a politician in American history!
05-18-2017 14:07:06,With all of the illegal acts that took place in the Clinton campaign  Obama Administration there was never a special counsel appointed!
05-18-2017 22:45:15,A great honor to welcome President Juan Manuel Santos of Colombia to the White House today!🇺🇸🇨🇴Joint Press Conf➡️… 
05-19-2017 02:03:58,President Donald J. Trump Proclaims 5/14/2017 through 5/20/2017 as #PoliceWeekProclamation➡️… 
05-19-2017 14:24:08,Getting ready for my big foreign trip. Will be strongly protecting American interests - that's what I like to do!
05-19-2017 22:16:06,#WeeklyAddress🇺🇸➡️ 
05-20-2017 09:44:31,Great to be in Riyadh Saudi Arabia. Looking forward to the afternoon and evening ahead. #POTUSAbroad 
05-20-2017 15:50:29,Thank you to the BRAVE servicemen  women who have served and continue to serve the United States- our true HEROES… 
05-21-2017 16:47:25,Speech transcript at Arab Islamic American Summit ➡️ ➡️#RiyadhSummit #POTUSAbroad
05-21-2017 21:51:53,#RiyadhSummit #POTUSAbroad🇺🇸 
05-22-2017 20:14:46,Prime Minister @Netanyahu and @PresidentRuvi- on behalf of @FLOTUS Melania and myself thank you for the invitation… 
05-23-2017 12:04:48,We stand in absolute solidarity with the people of the United Kingdom. 
05-23-2017 15:43:16,Thank you for such a wonderful and unforgettable visit Prime Minister @Netanyahu and @PresidentRuvi.
05-23-2017 15:47:21,Israel Saudi Arabia and the Middle East were great. Trying hard for PEACE. Doing well. Heading to Vatican  Pope then #G7 and #NATO.
05-23-2017 15:58:37,All civilized nations must join together to protect human life and the sacred right of our citizens to live in safety and in peace.
05-24-2017 12:20:07,Honor of a lifetime to meet His Holiness Pope Francis. I leave the Vatican more determined than ever to pursue PEAC… 
05-24-2017 20:11:18,Thank you for the warm welcome to Brussels Belgium this afternoon! 
05-25-2017 17:54:17,Today's ceremony is a day for both remembrance and resolve.#NATOMeeting #NATO 
05-25-2017 20:06:09,Thank you for your support. Together we will MAKE AMERICA SAFE AND GREAT AGAIN!#POTUSAbroad #USA🇺🇸 
05-25-2017 22:44:57,Just arrived in Taormina with @FLOTUS Melania. #G7Summit #USA🇺🇸 
05-26-2017 10:13:41,Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.
05-26-2017 10:14:12,Getting ready to engage G7 leaders on many issues including economic growth terrorism and security.
05-26-2017 20:26:55,Terrorists are engaged in a war against civilization- it is up to all who value life to confront  defeat this evil➡️
05-26-2017 20:39:51,On behalf of @FLOTUS Melania and myself thank you for a wonderful dinner and evening President Sergio Mattarella.… 
05-27-2017 09:58:37,Big G7 meetings today. Lots of very important matters under discussion. First on the list of course is terrorism. #G7Taormina
05-27-2017 10:03:12,Many NATO countries have agreed to step up payments considerably as they should. Money is beginning to pour in- NATO will be much stronger.
05-27-2017 12:17:51,I will make my final decision on the Paris Accord next week!
05-27-2017 16:16:47,Just left the #G7Summit. Had great meetings on everything especially on trade where....
05-27-2017 16:17:30,....we push for the removal of all trade-distorting practices....to foster a truly level playing field.
05-27-2017 16:22:01,I look forward to reading the @CommerceGov 232 analysis of steel and aluminum- to be released in June. Will take major action if necessary.
05-27-2017 17:19:37,Bringing hundreds of billions of dollars back to the U.S.A. from the Middle East - which will mean JOBS JOBS JOBS!
05-28-2017 11:57:20,Big win in Montana for Republicans! We
05-28-2017 11:57:20,Just arrived in Italy after having a very successful NATO meeting in Brussels. Told other nations they must pay more not fair to  U.S.
05-28-2017 12:02:05,Big win in Montana for Republicans!
05-28-2017 12:10:43,Just returned from Europe. Trip was a great success for America. Hard work but big results!
05-28-2017 12:33:03,It is my opinion that many of the leaks coming out of the White House are fabricated lies made up by the #FakeNews media.
05-28-2017 12:34:44,Whenever you see the words 'sources say' in the fake news media and they don't mention names....
05-28-2017 12:35:29,....it is very possible that those sources don't exsist but are made up by fake news writers. #FakeNews is the enemy!
05-28-2017 12:40:33,Does anyone notice how the Montana Congressional race was such a big deal to Dems  Fake News until the Republican won? V was poorly covered
05-28-2017 12:45:16,....it is very possible that those sources don't exist but are made up by fake news writers. #FakeNews is the enemy!
05-28-2017 12:45:45,Does anyone notice how the Montana Congressional race was such a big deal to Dems  Fake News until the Republican won? V was poorly covered
05-28-2017 14:43:53,British Prime Minister May was very angry that the info the U.K. gave to U.S. about Manchester was leaked. Gave me full details!
05-28-2017 23:57:19,I suggest that we add more dollars to Healthcare and make it the best anywhere. ObamaCare is dead - the Republicans will do much better!
05-29-2017 00:07:01,The massive TAX CUTS/REFORM that I have submitted is moving along in the process very well actually ahead of schedule. Big benefits to all!
05-29-2017 00:20:11,The Fake News Media works hard at disparaging  demeaning my use of social media because they don't want America to hear the real story!
05-29-2017 12:11:59,Honoring the men and women who made the ultimate sacrifice in service to America. Home of the free because of the brave. #MemorialDay🇺🇸
05-29-2017 12:18:52,North Korea has shown great disrespect for their neighbor China by shooting off yet another ballistic missile...but China is trying hard!
05-29-2017 12:35:34,Today we remember the men and women who made the ultimate sacrifice in serving. Thank you God bless your families  God bless the USA!
05-29-2017 12:36:37,I look forward to paying my respects to our brave men and women on this Memorial Day at Arlington National Cemetery later this morning.
05-30-2017 10:40:36,We have a MASSIVE trade deficit with Germany plus they pay FAR LESS than they should on NATO  military. Very bad for U.S. This will change
05-30-2017 11:04:48,Russian officials must be laughing at the U.S.  how a lame excuse for why the Dems lost the election has taken over the Fake News.
05-30-2017 13:59:28,The U.S. Senate should switch to 51 votes immediately and get Healthcare and TAX CUTS approved fast and easy. Dems would do it no doubt!
05-31-2017 04:06:25,Despite the constant negative press covfefe
05-31-2017 10:09:22,Who can figure out the true meaning of covfefe ???  Enjoy!
05-31-2017 10:37:42,So now it is reported that the Democrats who have excoriated Carter Page about Russia don't want him to testify. He blows away their....
05-31-2017 10:45:27,...case against him  now wants to clear his name by showing the false or misleading testimony by James Comey John Brennan... Witch Hunt!
05-31-2017 11:14:48,Kathy Griffin should be ashamed of herself. My children especially my 11 year old son Barron are having a hard time with this. Sick!
05-31-2017 13:05:14,Hopefully Republican Senators good people all can quickly get together and pass a new (repeal  replace) HEALTHCARE bill. Add saved $'s.
05-31-2017 13:08:41,I will be announcing my decision on the Paris Accord over the next few days. MAKE AMERICA GREAT AGAIN!
05-31-2017 20:04:45,We traveled the world to strengthen long-standing alliances and to form new partnerships. See more at:… 
05-31-2017 21:52:54,It was an honor to welcome the Prime Minister of Vietnam Nguyễn Xuân Phúc to the @WhiteHouse this afternoon. 
06-01-2017 00:40:01,Crooked Hillary Clinton now blames everybody but herself refuses to say she was a terrible candidate. Hits Facebook  even Dems  DNC.
06-01-2017 01:05:17,I will be announcing my decision on Paris Accord Thursday at 3:00 P.M.  The White House Rose Garden.  MAKE AMERICA GREAT AGAIN!
06-01-2017 11:05:21,The big story is the unmasking and surveillance of people that took place during the Obama Administration.
06-01-2017 19:03:10,Join me live at the @WhiteHouse.➡️ 
06-01-2017 22:50:29,My job as President is to do everything within my power to give America a level playing field. #AmericaFirst🇺🇸➡️… 
06-02-2017 01:00:35,MAKE AMERICA GREAT AGAIN!
06-02-2017 18:30:41,#MakeAmericaGreatAgain🇺🇸
06-03-2017 19:35:33,#WeeklyAddress🇺🇸 
06-03-2017 23:17:13,We need to be smart vigilant and tough. We need the courts to give us back our rights. We need the Travel Ban as an extra level of safety!
06-03-2017 23:24:45,Whatever the United States can do to help out in London and the U. K. we will be there - WE ARE WITH YOU. GOD BLESS!
06-04-2017 11:19:47,We must stop being politically correct and get down to the business of security for our people. If we don't get smart it will only get worse
06-04-2017 11:31:00,At least 7 dead and 48 wounded in terror attack and Mayor of London says there is no reason to be alarmed!
06-04-2017 11:43:30,Do you notice we are not having a gun debate right now? That's because they used knives and a truck!
06-05-2017 10:25:02,People the lawyers and the courts can call it whatever they want but I am calling it what we need and what it is a TRAVEL BAN!
06-05-2017 10:29:08,The Justice Dept. should have stayed with the original Travel Ban not the watered down politically correct version they submitted to S.C.
06-05-2017 10:37:59,The Justice Dept. should ask for an expedited hearing of the watered down Travel Ban before the Supreme Court -  seek much tougher version!
06-05-2017 10:44:18,In any event we are EXTREME VETTING people coming into the U.S. in order to help keep our country safe. The courts are slow and political!
06-05-2017 13:35:00,.@foxandfriends  Dems are taking forever to approve my people including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals.
06-05-2017 13:49:56,Pathetic excuse by London Mayor Sadiq Khan who had to think fast on his no reason to be alarmed statement. MSM is working hard to sell it!
06-05-2017 20:45:05,.@SecShulkin's decision is one of the biggest wins for our VETERANS in decades. Our HEROES deserve the best! ➡️… 
06-05-2017 21:25:16,Today I announced an Air Traffic Control Initiative to take American air travel into the future - finally!➡️… 
06-06-2017 01:20:17,That's right we need a TRAVEL BAN for certain DANGEROUS countries not some politically correct term that won't help us protect our people!
06-06-2017 10:51:39,Big meeting today with Republican leadership concerning Tax Cuts and Healthcare. We are all pushing hard - must get it right!
06-06-2017 11:58:00,The FAKE MSM is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out.
06-06-2017 12:06:35,During my recent trip to the Middle East I stated that there can no longer be funding of Radical Ideology. Leaders pointed to Qatar - look!
06-06-2017 12:15:36,Sorry folks but if I would have relied on the Fake News of CNN NBC ABC CBS washpost or nytimes I would have had ZERO chance winning WH
06-06-2017 13:36:50,So good to see the Saudi Arabia visit with the King and 50 countries already paying off. They said they would take a hard line on funding...
06-06-2017 13:44:55,...extremism and all reference was pointing to Qatar. Perhaps this will be the beginning of the end to the horror of terrorism!
06-06-2017 17:47:33,Today we remember the courage and bravery of our troops that stormed the beaches of Normandy 73 years ago. #DDay… 
06-07-2017 00:06:50,Great meeting with @HouseGOP and @SenateGOP leaders including @SpeakerRyan @SenateMajLdr @GOPLeader @JohnCornyn… 
06-07-2017 00:44:56,#ICYMI: Announcement of Air Traffic Control Initiative Watch➡️
06-07-2017 01:07:39,Senate passed the VA Accountability Act. The House should get this bill to my desk ASAP! We can’t tolerate substandard care for our vets.
06-07-2017 11:44:37,I will be nominating Christopher A. Wray a man of impeccable credentials to be the new Director of the FBI. Details to follow.
06-07-2017 12:17:13,Getting ready to leave for Cincinnati in the GREAT STATE of OHIO to meet with ObamaCare victims and talk Healthcare  also Infrastructure!
06-09-2017 10:10:37,Despite so many false statements and lies total and complete vindication...and WOW Comey is a leaker!
06-09-2017 10:54:43,Great reporting by @foxandfriends and so many others. Thank you!
06-09-2017 14:22:00,Congratulations to Jeb Hensarling  Republicans on successful House vote to repeal major parts of the 2010 Dodd-Frank financial law. GROWTH!
06-09-2017 18:28:41,An honor to join the @FaithandFreedom Coalition yesterday. In America we don't worship government. We worship God.… 
06-09-2017 18:48:54,A great honor to host and welcome leaders from around America to the @WhiteHouse Infrastructure Summit.… 
06-09-2017 22:52:23,It is time to rebuild OUR country to bring back OUR jobs to restore OUR dreams  yes to put #AmericaFirst! TY O… 
06-10-2017 01:38:15,Time to start building in our country with American workers  with American iron aluminum  steel. It is time to… 
06-10-2017 20:52:00,America is going to build again. Under budget and ahead of schedule. Time to put #AmericaFirst! #InfrastructureWeek… 
06-11-2017 12:22:20,The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling  energy sector...
06-11-2017 12:23:01,...way up. Regulations way down. 600000+ new jobs added. Unemployment down to 4.3%. Business and economic enthusiasm way up- record levels!
06-11-2017 12:29:46,I believe the James Comey leaks will be far more prevalent than anyone ever thought possible. Totally illegal? Very 'cowardly!'
06-11-2017 12:49:00,The Democrats have no message  not on economics not on taxes  not on jobs not on failing #Obamacare. They are only OBSTRUCTIONISTS!
06-12-2017 02:02:23,My daughter Ivanka will be on @foxandfriends tomorrow morning. Enjoy!
06-12-2017 02:14:29,Great numbers on the economy. All of our work including the passage of many bills  regulation killing Executive Orders now kicking in!
06-12-2017 10:55:27,Ivanka on @foxandfriends now!
06-12-2017 16:58:25,We will NEVER FORGET the victims who lost their lives one year ago today in the horrific #PulseNightClub shooting.… 
06-12-2017 17:59:27,Congratulations! 'First New Coal Mine of Trump Era Opens in Pennsylvania' 
06-12-2017 21:10:10,Finally held our first full @Cabinet meeting today. With this great team we can restore American prosperity and br… 
06-13-2017 00:09:54,Congratulations to the 2016 @ClemsonFB Tigers!Full ceremony: #NationalChampions🏈 
06-13-2017 10:35:55,The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!
06-13-2017 10:44:16,Well as predicted the 9th Circuit did it again - Ruled against the TRAVEL BAN at such a dangerous time in the history of our country. S.C.
06-13-2017 12:45:11,A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!
06-13-2017 12:48:44,Fake News is at an all time high. Where is their apology to me for all of the incorrect stories???
06-13-2017 13:29:59,Heading to the Great State of Wisconsin to talk about JOBS JOBS JOBS! Big progress being made as the Real News is reporting.
06-13-2017 13:56:20,2 million more people just dropped out of ObamaCare. It is in a death spiral. Obstructionist Democrats gave up have no answer = resist!
06-13-2017 20:41:37,Just arrived in Wisconsin to discuss JOBS JOBS JOBS! #MAGA🇺🇸 
06-13-2017 23:18:19,The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I lo… 
06-14-2017 02:53:45,Just got back from Wisconsin. Great day great people!
06-14-2017 12:48:26,Rep. Steve Scalise of Louisiana a true friend and patriot was badly injured but will fully recover. Our thoughts and prayers are with him.
06-14-2017 14:07:31,Happy birthday to U.S. ARMY and our soldiers. Thank you for your bravery sacrifices  dedication. Proud to be your Commander-in-Chief!
06-15-2017 01:41:45,Just left hospital. Rep. Steve Scalise one of the truly great people is in very tough shape - but he is a real fighter. Pray for Steve!
06-15-2017 10:55:37,They made up a phony collusion with the Russians story found zero proof so now they go for obstruction of justice on the phony story. Nice
06-15-2017 11:57:57,You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!  #MAGA
06-15-2017 19:43:31,Why is that Hillary Clintons family and Dems dealings with Russia are not looked at but my non-dealings are?
06-15-2017 19:56:01,Crooked H destroyed phones w/ hammer 'bleached' emails  had husband meet w/AG days before she was cleared-  they talk about obstruction?
06-15-2017 21:43:14,Thank you Wisconsin! Tuesday was a great success for #WorkforceWeek at @WCTC w/ @IvankaTrump  @GovWalker. Remarks… 
06-15-2017 23:49:24,#CongressionalBaseballGame⚾️ 
06-16-2017 11:53:56,After 7 months of investigations  committee hearings about my collusion with the Russians  nobody has been able to show any proof. Sad!
06-16-2017 12:23:08,The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them
06-16-2017 12:54:22,Despite the phony Witch Hunt going on in America the economic  jobs numbers are great. Regulations way down jobs and enthusiasm way up!
06-16-2017 13:07:55,I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt
06-16-2017 15:12:27,Great news! #MAGA 
06-16-2017 22:18:54,Remarks by President Trump on the Policy of the U.S.A. Towards CubaVideo: :… 
06-16-2017 22:32:20,National Security Presidential Memorandum on Strengthening the Policy of the United States Toward CubaMemorandum… 
06-17-2017 01:30:08,Back from Miami where my Cuban/American friends are very happy with what I signed today. Another campaign promise that I did not forget!
06-17-2017 14:08:48,Thoughts and prayers with the sailors of USS Fitzgerald and their families. Thank you to our Japanese allies for th… 
06-18-2017 10:38:51,The MAKE AMERICA GREAT AGAIN agenda is doing very well despite the distraction of the Witch Hunt. Many new jobs high business enthusiasm..
06-18-2017 10:46:35,...massive regulation cuts 36 new legislative bills signed great new S.C.Justice and Infrastructure Healthcare and Tax Cuts in works!
06-18-2017 11:02:04,The new Rasmussen Poll one of the most accurate in the 2016 Election just out with a Trump 50% Approval Rating.That's higher than O's #'s!
06-18-2017 21:51:39,Camp David is a very special place. An honor to have spent the weekend there. Military runs it so well and are so proud of what they do!
06-19-2017 11:59:56,Jay Sekulow on @foxandfriends now.
06-19-2017 12:27:01,The Dems want to stop tax cuts good healthcare and Border Security.Their ObamaCare is dead with 100% increases in P's. Vote now for Karen H
06-19-2017 20:15:07,My heartfelt thoughts and prayers are with the 7 @USNavy sailors of the #USSFitzgerald and their families. ➡️… 
06-19-2017 20:27:10,Ralph Norman who is running for Congress in SC's 5th District will be a fantastic help to me in cutting taxes and....
06-19-2017 20:27:27,....getting great border security and healthcare. #VoteRalphNorman tomorrow!
06-19-2017 20:29:38,Karen Handle's opponent in #GA06 can't even vote in the district he wants to represent....
06-19-2017 20:29:59,....because he doesn't live there! He wants to raise taxes  kill healthcare. On Tuesday #VoteKarenHandel.
06-19-2017 20:34:11,Karen Handel's opponent in #GA06 can't even vote in the district he wants to represent....
06-19-2017 20:35:37,....because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday #VoteKarenHandel.
06-19-2017 21:53:56,It was my great honor to welcome President @JC_Varela  Mrs. Varela from Panama this afternoon.🇺🇸🇵🇦➡️… 
06-19-2017 23:44:02,Melania and I offer our deepest condolences to the family of Otto Warmbier. Full statement:  
06-20-2017 00:45:00,Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct no ideas. Vote R
06-20-2017 09:49:50,Democrat Jon Ossoff who wants to raise your taxes to the highest level and is weak on crime and security doesn't even live in district.
06-20-2017 10:02:06,KAREN HANDEL FOR CONGRESS. She will fight for lower taxes great healthcare strong security-a hard worker who will never give up! VOTE TODAY
